Obs;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2009-03-02T00:00:00.0/2009-03-03T00:00:00.0;10510.2148;8482.8848;7343.7524;1139.1329;10627.9492;4285.3535;2129.3025;2156.0513;2892.4551;0.9767
2009-03-03T00:00:00.0/2009-03-04T00:00:00.0;10469.7969;8534.5693;7727.6104;806.9585;11450.2061;6145.9771;3510.8745;2635.1025;4167.502;0.9823
2009-03-04T00:00:00.0/2009-03-05T00:00:00.0;10428.8604;8456.8594;7394.4502;1062.4091;10837.3096;5308.6909;3347.2021;1961.4889;4448.9102;0.9823
2009-03-05T00:00:00.0/2009-03-06T00:00:00.0;10387.3027;8476.3408;7827.3394;649.0009;11644.4053;6359.0479;2159.1204;4199.9277;2823.51;0.9833
2009-03-06T00:00:00.0/2009-03-07T00:00:00.0;10345.2529;8411.9033;7679.9775;731.926;11351.1719;6064.9629;3617.8047;2447.1582;4177.1006;0.9833
2009-03-07T00:00:00.0/2009-03-08T00:00:00.0;10302.626;8320.9473;7340.8115;980.1357;10901.332;6218.3198;3398.2668;2820.053;4557.1743;0.9736
2009-03-08T00:00:00.0/2009-03-09T00:00:00.0;10259.5469;8371.2812;7636.6743;734.6066;11356.7939;6485.9858;3916.9128;2569.073;4999.7261;0.9844
2009-03-09T00:00:00.0/2009-03-10T00:00:00.0;10215.9512;8369.417;7612.9634;756.4534;11320.8359;5822.3418;2682.2148;3140.127;3749.0232;0.9851
2009-03-10T00:00:00.0/2009-03-11T00:00:00.0;10171.8301;8361.8926;7534.6299;827.2625;11133.3857;6625.2778;4251.7471;2373.531;5320.5952;0.9854
2009-03-11T00:00:00.0/2009-03-12T00:00:00.0;10127.2744;8301.8428;7206.9609;1094.8824;10585.7119;6603.3721;4098.1606;2505.2114;5531.5073;0.9806
2009-03-12T00:00:00.0/2009-03-13T00:00:00.0;10082.1963;8164.2383;6915.1426;1249.0958;10201.9326;5843.5645;2821.7446;3021.8198;4073.272;0.9865
2009-03-13T00:00:00.0/2009-03-14T00:00:00.0;10036.7783;8209.1328;7290.9834;918.1489;10922.7627;5864.9771;3040.5403;2824.437;3842.6145;0.9868
2009-03-14T00:00:00.0/2009-03-15T00:00:00.0;9990.8633;8474.6816;7939.7788;534.9028;12245.0654;7852.8682;6335.1978;1517.6707;8993.3604;0.9608
2009-03-15T00:00:00.0/2009-03-16T00:00:00.0;9944.4775;8340.9717;7776.5405;564.431;11997.4658;8119.9043;7380.3027;739.6014;10305.7715;0.9875
2009-03-16T00:00:00.0/2009-03-17T00:00:00.0;9897.7402;8207.4316;7442.6582;764.7737;11363.9473;7783.1431;6736.3115;1046.8318;8834.999;0.9823
2009-03-17T00:00:00.0/2009-03-18T00:00:00.0;9850.583;8022.7192;7138.4917;884.2275;10752.2852;5038.7183;2330.3604;2708.3577;3030.2146;0.9882
2009-03-18T00:00:00.0/2009-03-19T00:00:00.0;9803.0078;8043.5103;7351.4399;692.0706;11211.3145;4477.8218;1218.3079;3259.5139;1441.2609;0.9889
2009-03-19T00:00:00.0/2009-03-20T00:00:00.0;9755.1133;7956.9722;7247.6514;709.3208;11072.3037;3902.0271;727.2996;3174.7275;983.3338;0.9892
2009-03-20T00:00:00.0/2009-03-21T00:00:00.0;9706.8545;7923.0562;7218.5703;704.4861;11116.501;2622.4189;182.6572;2439.7617;212.9668;0.9847
2009-03-21T00:00:00.0/2009-03-22T00:00:00.0;9658.2266;7912.1304;7333.1763;578.9544;11401.125;3464.7827;296.03;3168.7527;453.4661;0.9903
2009-03-22T00:00:00.0/2009-03-23T00:00:00.0;9609.3223;7904.2393;7050.3452;853.8943;10859.6953;6896.7803;5354.4551;1542.3253;6672.4131;0.9854
2009-03-23T00:00:00.0/2009-03-24T00:00:00.0;9560.1094;7844.2446;6970.6777;873.5671;10744.627;6227.9546;3834.197;2393.7576;5262.666;0.9806
2009-03-24T00:00:00.0/2009-03-25T00:00:00.0;9510.5742;7851.9233;7262.3169;589.6066;11296.8887;4888.8154;2058.7688;2830.0464;2434.0803;0.9812
2009-03-25T00:00:00.0/2009-03-26T00:00:00.0;9460.8174;7767.4043;6939.1445;828.2598;10691.2051;4600.5938;1687.9159;2912.678;2072.0791;0.9816
2009-03-26T00:00:00.0/2009-03-27T00:00:00.0;9410.8037;7763.4805;7086.7705;676.7097;11030.7207;5776.208;2672.1611;3104.0469;3777.1958;0.9816
2009-03-27T00:00:00.0/2009-03-28T00:00:00.0;9360.5283;7739.8174;6894.2217;845.5958;10758.4658;6848.1318;4845.9009;2002.2307;6788.0215;0.9826
2009-03-28T00:00:00.0/2009-03-29T00:00:00.0;9310.083;7692.6963;6918.8384;773.8577;10862.0713;6130.8999;3790.4744;2340.4253;5133.7632;0.983
2009-03-29T00:00:00.0/2009-03-30T00:00:00.0;9259.4814;7645.2363;6629.1084;1016.1282;10337.6631;6647.3057;4461.3359;2185.9697;6254.6323;0.983
2009-03-30T00:00:00.0/2009-03-31T00:00:00.0;9208.6416;7567.0996;6821.8916;745.2079;10783.0664;6029.7871;3368.8826;2660.9045;4877.2583;0.984
2009-03-31T00:00:00.0/2009-04-01T00:00:00.0;9157.6855;7486.4951;6772.313;714.1819;10739.1484;4880.8989;2533.1499;2347.749;4040.9524;0.984
2009-04-01T00:00:00.0/2009-04-02T00:00:00.0;9106.5391;7497.1719;6971.1875;525.9846;11221.248;5498.6284;2666.8438;2831.7847;3680.7178;0.9847
2009-04-02T00:00:00.0/2009-04-03T00:00:00.0;9055.3486;7463.5317;6596.1602;867.3715;10423.543;6451.1914;4260.5444;2190.6475;6405.1157;0.9851
2009-04-03T00:00:00.0/2009-04-04T00:00:00.0;9004.0469;7427.4795;6550.4238;877.0557;10392.8447;7114.4878;6169.3745;945.1135;8867.8301;0.9854
2009-04-04T00:00:00.0/2009-04-05T00:00:00.0;8952.6182;7457.6206;6595.8755;861.7452;10535.8281;7392.7388;6530.2891;862.4496;9992.3076;0.9861
2009-04-05T00:00:00.0/2009-04-06T00:00:00.0;8901.1973;7351.603;6792.0522;559.5507;11029.1094;6240.7939;4730.2168;1510.5773;6547.7563;0.9861
2009-04-06T00:00:00.0/2009-04-07T00:00:00.0;8849.7305;7198.3423;6371.5728;826.7695;10129.3711;5986.3491;4495.4067;1490.942;6074.3872;0.9868
2009-04-07T00:00:00.0/2009-04-08T00:00:00.0;8798.1934;6949.1118;5819.9941;1129.1178;9141.5264;4530.7266;2155.3804;2375.3462;2676.4363;0.9875
2009-04-08T00:00:00.0/2009-04-09T00:00:00.0;8746.7207;7035.2603;6393.1387;642.1215;10412.6016;2710.72;251.1245;2459.5955;323.9966;0.9878
2009-04-09T00:00:00.0/2009-04-10T00:00:00.0;8695.2627;7022.1592;6338.1011;684.0581;10323.4609;4148.9595;1081.2509;3067.7087;1607.6677;0.9878
2009-04-10T00:00:00.0/2009-04-11T00:00:00.0;8643.8389;7044.2344;6409.8257;634.4088;10513.0166;5400.6089;2666.1943;2734.4146;4067.197;0.9885
2009-04-11T00:00:00.0/2009-04-12T00:00:00.0;8592.499;6959.0649;6220.3955;738.6699;10161.9512;6555.9175;5470.8442;1085.0732;7916.1523;0.9889
2009-04-12T00:00:00.0/2009-04-13T00:00:00.0;8541.2305;6839.1602;5840.3765;998.7836;9444.1201;5874.2788;4286.6079;1587.6707;5999.8164;0.9892
2009-04-13T00:00:00.0/2009-04-14T00:00:00.0;8490.0156;6876.7485;5844.6299;1032.1189;9582.8467;3021.7871;227.7001;2794.0872;392.4405;0.9903
2009-04-14T00:00:00.0/2009-04-15T00:00:00.0;8438.9775;6967.8911;6311.5933;656.2979;10537.4092;5118.8608;2456.5957;2662.2651;3663.7056;0.9851
2009-04-15T00:00:00.0/2009-04-16T00:00:00.0;8388.0684;6992.2651;6450.1064;542.1583;10889.5312;5220.8311;3357.9988;1862.8322;4540.2646;0.9854
2009-04-16T00:00:00.0/2009-04-17T00:00:00.0;8337.2812;7029.6313;6522.5078;507.1237;11111.1348;6947.7954;6369.1836;578.6117;10336.6318;0.9809
2009-04-17T00:00:00.0/2009-04-18T00:00:00.0;8286.7793;6983.6274;6500.6255;483.0018;11122.5342;6694.8896;6036.2324;658.6571;9106.8789;0.9128
2009-04-18T00:00:00.0/2009-04-19T00:00:00.0;8236.4268;6762.8599;6144.2295;618.6305;10422.2764;6113.394;5059.9717;1053.4224;7071.1479;0.9812
2009-04-19T00:00:00.0/2009-04-20T00:00:00.0;8186.2705;6694.6821;5955.9517;738.7307;10037.165;5797.5889;4504.9629;1292.626;6161.0415;0.9819
2009-04-20T00:00:00.0/2009-04-21T00:00:00.0;8136.3975;6622.5928;5851.4873;771.1058;9839.624;5500.1831;3983.2493;1516.934;5407.3931;0.9823
2009-04-21T00:00:00.0/2009-04-22T00:00:00.0;8086.7378;6690.1982;5943.0781;747.1204;10122.7393;5966.5674;4785.7549;1180.8125;6762.2212;0.983
2009-04-22T00:00:00.0/2009-04-23T00:00:00.0;8037.4829;6693.0063;6147.7354;545.2709;10640.7969;5995.4907;4824.689;1170.8019;7077.1182;0.9833
2009-04-23T00:00:00.0/2009-04-24T00:00:00.0;7988.4878;6484.4868;5370.4658;1114.0212;8977.3486;5305.3003;3384.8826;1920.4175;5141.7217;0.9833
2009-04-24T00:00:00.0/2009-04-25T00:00:00.0;7939.7837;6490.9556;5706.459;784.4969;9780.3232;6281.936;5344.6968;937.2394;8506.6592;0.984
2009-04-25T00:00:00.0/2009-04-26T00:00:00.0;7891.4766;6563.5293;5868.2529;695.2764;10159.8018;6125.1611;5187.7549;937.4059;8079.5234;0.9844
2009-04-26T00:00:00.0/2009-04-27T00:00:00.0;7843.5889;6427.8452;5711.5854;716.2597;9897.1152;4566.5229;2079.3225;2487.2004;3205.554;0.9844
2009-04-27T00:00:00.0/2009-04-28T00:00:00.0;7796.0352;6390.3657;5697.6206;692.745;9896.3789;5856.5273;4868.5537;987.9734;7512.2261;0.9851
2009-04-28T00:00:00.0/2009-04-29T00:00:00.0;7748.9248;6393.71;5797.4639;596.2462;10209.1631;5748.2563;4718.9688;1029.2877;7189.2671;0.9858
2009-04-29T00:00:00.0/2009-04-30T00:00:00.0;7702.2617;6429.6699;5853.3789;576.291;10386.667;6063.0967;5323.9956;739.1011;8307.7695;0.9858
2009-04-30T00:00:00.0/2009-05-01T00:00:00.0;7656.0737;6314.73;5723.7422;590.988;10158.3008;5594.6172;4231.8164;1362.8008;6604.4946;0.9861
2009-05-01T00:00:00.0/2009-05-02T00:00:00.0;7610.3032;6327.54;5713.9009;613.6391;10155.8896;5851.8384;4985.9873;865.8513;7895.0254;0.9868
2009-05-02T00:00:00.0/2009-05-03T00:00:00.0;7565.146;6227.1777;5623.7988;603.3786;10058.8584;5593.063;4333.166;1259.8969;6673.8804;0.9868
2009-05-03T00:00:00.0/2009-05-04T00:00:00.0;7520.4585;6294.7588;5776.9746;517.784;10439.8262;6112.5967;5458.8174;653.7795;9208.6201;0.9872
2009-05-04T00:00:00.0/2009-05-05T00:00:00.0;7476.2666;6245.4414;5599.3604;646.0811;10072.5508;6106.3145;5401.667;704.6476;9024.3896;0.9878
2009-05-05T00:00:00.0/2009-05-06T00:00:00.0;7432.7368;6117.1753;5530.5044;586.6711;9991.1689;5522.9009;4618.772;904.1292;7312.4692;0.9878
2009-05-06T00:00:00.0/2009-05-07T00:00:00.0;7389.686;6102.147;5524.7695;577.3773;10024.9053;4471.0762;2547.8625;1923.2137;3614.937;0.9885
2009-05-07T00:00:00.0/2009-05-08T00:00:00.0;7347.3359;6194.6167;5715.2354;479.3818;10518.8945;5806.7358;4980.5449;826.1913;7819.041;0.9882
2009-05-08T00:00:00.0/2009-05-09T00:00:00.0;7305.5444;6131.3359;5631.4609;499.875;10417.3809;5716.8911;4554.7051;1162.1859;7455.8096;0.9889
2009-05-09T00:00:00.0/2009-05-10T00:00:00.0;7264.4043;6146.71;5606.8623;539.8478;10354.0195;5939.5264;5241.3379;698.188;9082.8965;0.9792
2009-05-10T00:00:00.0/2009-05-11T00:00:00.0;7223.9106;6070.167;5438.5884;631.5782;10028.4023;5959.6284;5288.8906;670.7377;9222.3027;0.9844
2009-05-11T00:00:00.0/2009-05-12T00:00:00.0;7184.0898;6101.4194;5476.8389;624.5804;10136.5586;6025.6079;5378.6836;646.9243;9502.8721;0.9795
2009-05-12T00:00:00.0/2009-05-13T00:00:00.0;7144.9619;5868.1533;5099.9277;768.2254;9356.248;5563.3438;4493.5864;1069.7576;7713.1782;0.9747
2009-05-13T00:00:00.0/2009-05-14T00:00:00.0;7106.5391;5995.1763;5330.4795;664.6971;9901.8877;5918.8804;5239.7139;679.1668;9310.999;0.9802
2009-05-14T00:00:00.0/2009-05-15T00:00:00.0;7068.8423;5832.4404;5226.5176;605.9229;9748.9004;5694.1357;5005.896;688.2396;8685.8955;0.9806
2009-05-15T00:00:00.0/2009-05-16T00:00:00.0;7031.8789;5827.4995;5215.2051;612.2946;9762.1328;5720.708;5064.981;655.7269;9009.4219;0.9809
2009-05-16T00:00:00.0/2009-05-17T00:00:00.0;6995.6777;5808.1909;5156.1143;652.077;9678.3984;5623.6064;4838.0811;785.5253;8572.2783;0.9812
2009-05-17T00:00:00.0/2009-05-18T00:00:00.0;6960.2954;5822.7261;5251.813;570.9134;9958.7266;5623.3481;4903.1074;720.2409;8509.335;0.9812
2009-05-18T00:00:00.0/2009-05-19T00:00:00.0;6925.667;5749.0239;5241.7373;507.2865;10011.4824;5609.0225;5005.876;603.1464;8823.6074;0.9816
2009-05-19T00:00:00.0/2009-05-20T00:00:00.0;6891.8335;5685.1104;5169.8999;515.2104;9852.1846;5093.8623;3887.8616;1206.0005;6215.7715;0.9767
2009-05-20T00:00:00.0/2009-05-21T00:00:00.0;6858.8408;5578.5771;4793.9531;784.6241;8961.7305;4848.2554;3786.0728;1062.1825;5833.4697;0.9823
2009-05-21T00:00:00.0/2009-05-22T00:00:00.0;6826.7183;5602.6216;4942.1372;660.4843;9392.0488;5352.6846;4484.2681;868.4166;7855.7886;0.9823
2009-05-22T00:00:00.0/2009-05-23T00:00:00.0;6795.3623;5630.7598;5111.6567;519.1034;9861.3096;5521.2466;4915.7114;605.5355;8958.5117;0.9778
2009-05-23T00:00:00.0/2009-05-24T00:00:00.0;6764.979;5607.6772;4864.5474;743.13;9260.3594;5516.4902;4749.1611;767.329;8590.8984;0.983
2009-05-24T00:00:00.0/2009-05-25T00:00:00.0;6735.4233;5617.6494;5002.3174;615.332;9623.207;5526.4678;4882.7729;643.6953;8920.7217;0.9833
2009-05-25T00:00:00.0/2009-05-26T00:00:00.0;6706.8184;5583.9346;4925.6753;658.2596;9483.2422;5454.3965;4728.6187;725.7782;8562.666;0.9833
2009-05-26T00:00:00.0/2009-05-27T00:00:00.0;6679.1064;5527.1519;4962.7061;564.4457;9648.6738;5397.5654;4770.4038;627.1617;8711.6035;0.9781
2009-05-27T00:00:00.0/2009-05-28T00:00:00.0;6652.2681;5488.6045;4984.3682;504.2364;9737.3145;5115.2324;4304.2822;810.9502;7444.9175;0.984
2009-05-28T00:00:00.0/2009-05-29T00:00:00.0;6626.436;5465.5615;4981.1377;484.4236;9787.3203;4199.1133;1907.7495;2291.3635;3229.1421;0.984
2009-05-29T00:00:00.0/2009-05-30T00:00:00.0;6601.5161;5473.7114;5006.9941;466.7177;9877.7705;3447.0964;931.6816;2515.415;1451.3379;0.9844
2009-05-30T00:00:00.0/2009-05-31T00:00:00.0;6577.5981;5613.7549;5186.144;427.6106;10309.3535;5441.1284;4916.9727;524.1556;8880.417;0.9844
2009-05-31T00:00:00.0/2009-06-01T00:00:00.0;6554.604;5453.5723;4871.7759;581.7961;9584.4561;5294.3311;4624.8354;669.4958;8264.54;0.9847
2009-06-01T00:00:00.0/2009-06-02T00:00:00.0;6532.6465;5437.4204;4969.6636;467.7568;9865.4854;4720.5371;3894.9587;825.5784;6260.9648;0.9847
2009-06-02T00:00:00.0/2009-06-03T00:00:00.0;6511.668;5443.0962;4961.0737;482.0223;9859.751;5266.4282;4657.9912;608.4373;8501.4463;0.9743
2009-06-03T00:00:00.0/2009-06-04T00:00:00.0;6491.627;5447.7046;4898.5542;549.1503;9713.1318;5319.5464;4691.7217;627.8248;8715.7549;0.9854
2009-06-04T00:00:00.0/2009-06-05T00:00:00.0;6472.6733;5590.9292;5136.7378;454.1912;10322.0479;5087.8555;3955.6609;1132.1946;6954.2148;0.9854
2009-06-05T00:00:00.0/2009-06-06T00:00:00.0;6454.6934;5382.8252;4827.9917;554.8338;9599.8242;4730.311;3305.4524;1424.8589;5613.6621;0.9861
2009-06-06T00:00:00.0/2009-06-07T00:00:00.0;6437.7915;5351.835;4741.4751;610.3601;9379.7637;3838.6477;1201.3817;2637.2661;2038.7465;0.9858
2009-06-07T00:00:00.0/2009-06-08T00:00:00.0;6421.9121;5365.9126;4744.3091;621.6039;9413.8047;5166.9014;4421.3564;745.545;7875.6533;0.9806
2009-06-08T00:00:00.0/2009-06-09T00:00:00.0;6407.0396;5376.6401;4749.9185;626.7217;9434.5674;5074.9346;3965.8706;1109.064;7494.5942;0.9861
2009-06-09T00:00:00.0/2009-06-10T00:00:00.0;6393.2554;5342.8955;4862.4048;480.4907;9789.8135;5168.4517;4544.1406;624.3109;8601.9941;0.9809
2009-06-10T00:00:00.0/2009-06-11T00:00:00.0;6380.5146;5296.5938;4768.5142;528.0793;9576.291;5172.7524;4555.7109;617.0414;8424.1836;0.9861
2009-06-11T00:00:00.0/2009-06-12T00:00:00.0;6368.8442;5252.2485;4813.8564;438.3922;9709.04;4974.3579;4272.3198;702.0378;7700.3301;0.9861
2009-06-12T00:00:00.0/2009-06-13T00:00:00.0;6358.2485;5226.8325;4678.0269;548.8058;9353.2432;5014.6763;4265.2827;749.3936;7955.9229;0.9861
2009-06-13T00:00:00.0/2009-06-14T00:00:00.0;6348.7021;5296.2891;4783.0752;513.2141;9635.1631;5173.915;4574.5464;599.3688;8472.2881;0.9861
2009-06-14T00:00:00.0/2009-06-15T00:00:00.0;6340.1978;5441.4077;4915.0889;526.3187;9925.5078;3935.9387;1357.6479;2578.2908;2653.2468;0.9865
2009-06-15T00:00:00.0/2009-06-16T00:00:00.0;6332.8091;5361.7285;4835.6646;526.0641;9779.4092;5150.2319;4450.0532;700.1788;8188.5781;0.9816
2009-06-16T00:00:00.0/2009-06-17T00:00:00.0;6326.4878;5376.0586;4949.6914;426.3671;10073.5518;5220.312;4667.7949;552.5169;8629.6738;0.9865
2009-06-17T00:00:00.0/2009-06-18T00:00:00.0;6321.208;5433.5981;4968.9106;464.6875;10096.7852;5337.7358;4816.0103;521.7256;9200.3652;0.9868
2009-06-18T00:00:00.0/2009-06-19T00:00:00.0;6317.0581;5392.5542;4951.4653;441.0892;10091.4775;5302.2148;4801.3096;500.9055;9201.9053;0.9868
2009-06-19T00:00:00.0/2009-06-20T00:00:00.0;6314.0386;5459.9985;4871.6108;588.3879;9826.1992;5339.9121;4673.5786;666.3334;8815.0732;0.9861
2009-06-20T00:00:00.0/2009-06-21T00:00:00.0;6312.0586;5449.3857;4871.2432;578.1426;9841.7637;5333.4316;4670.3862;663.0453;8870.8105;0.9865
2009-06-21T00:00:00.0/2009-06-22T00:00:00.0;6311.1216;5287.603;4775.0508;512.5518;9659.2061;5172.605;4581.3223;591.2828;8660.2393;0.9868
2009-06-22T00:00:00.0/2009-06-23T00:00:00.0;6311.3149;5287.2651;4708.8433;578.4221;9450.9482;4462.5552;2462.3459;2000.2092;4378.978;0.9816
2009-06-23T00:00:00.0/2009-06-24T00:00:00.0;6312.6313;5357.4868;4851.2476;506.2396;9780.8154;4513.4072;2343.011;2170.396;4716.6636;0.9865
2009-06-24T00:00:00.0/2009-06-25T00:00:00.0;6314.9966;5288.1143;4810.6206;477.4933;9737.9404;4722.6333;3297.9675;1424.666;5701.5312;0.9865
2009-06-25T00:00:00.0/2009-06-26T00:00:00.0;6318.4321;5312.8716;4855.7461;457.1257;9862.585;5131.2085;4504.0215;627.1871;8341.6777;0.9865
2009-06-26T00:00:00.0/2009-06-27T00:00:00.0;6322.9385;5341.3633;4901.5552;439.8084;9945.5225;5174.3438;4579.3745;594.9693;8591.2217;0.976
2009-06-27T00:00:00.0/2009-06-28T00:00:00.0;6328.5317;5343.5732;4902.208;441.3654;9964.8135;5238.7358;4710.7061;528.03;8956.2998;0.9865
2009-06-28T00:00:00.0/2009-06-29T00:00:00.0;6335.1992;5527.2036;5109.2661;417.9377;10445.3213;5406.5811;4878.6655;527.9153;9186.54;0.9865
2009-06-29T00:00:00.0/2009-06-30T00:00:00.0;6342.9233;5462.6895;5031.5449;431.1445;10234.7793;5349.2422;4825.4019;523.8405;9141.3994;0.9868
2009-06-30T00:00:00.0/2009-07-01T00:00:00.0;6351.7456;5452.8691;5024.7856;428.0834;10199.5732;5348.0786;4829.0054;519.0733;9160.5127;0.9861
2009-07-01T00:00:00.0/2009-07-02T00:00:00.0;6361.5903;5524.5479;5065.8853;458.6627;10255.9961;5264.9019;4439.8862;825.0159;8190.0527;0.9809
2009-07-02T00:00:00.0/2009-07-03T00:00:00.0;6372.4736;5387.0244;4906.0439;480.9803;9884.7129;4922.6377;4033.7769;888.8608;7025.9136;0.9861
2009-07-03T00:00:00.0/2009-07-04T00:00:00.0;6384.439;5431.082;4961.6958;469.3862;10017.2158;5269.9595;4653.3569;616.6024;8441.8301;0.9858
2009-07-04T00:00:00.0/2009-07-05T00:00:00.0;6397.4062;5562.167;5096.9673;465.1997;10294.1348;4992.4956;3550.0083;1442.4874;6880.3286;0.9858
2009-07-05T00:00:00.0/2009-07-06T00:00:00.0;6411.3901;5513.9585;4983.8267;530.1319;9985.7363;5317.2476;4559.3218;757.9258;8555.1289;0.9858
2009-07-06T00:00:00.0/2009-07-07T00:00:00.0;6426.4385;5510.5918;5022.8604;487.7318;10064.46;5377.5078;4766.1714;611.3364;8866.1963;0.9854
2009-07-07T00:00:00.0/2009-07-08T00:00:00.0;6442.4604;5492.9102;4994.4004;498.5098;9954.0801;5388.7139;4792.7476;595.9664;8905.5518;0.9854
2009-07-08T00:00:00.0/2009-07-09T00:00:00.0;6459.4727;5366.1626;4783.2974;582.8651;9436.5732;5152.356;4403.02;749.3356;7847.1094;0.9854
2009-07-09T00:00:00.0/2009-07-10T00:00:00.0;6477.5322;5460.645;4927.5186;533.1261;9784.6475;5176.1021;4334.3101;841.7922;7354.5845;0.9851
2009-07-10T00:00:00.0/2009-07-11T00:00:00.0;6496.5273;5613.8042;5150.0698;463.7346;10240.8008;4818.1616;3155.7949;1662.3668;5528.0728;0.9847
2009-07-11T00:00:00.0/2009-07-12T00:00:00.0;6516.5312;5655.8032;5215.0342;440.7688;10416.3184;5251.1167;4321.1821;929.9349;7557.1914;0.9799
2009-07-12T00:00:00.0/2009-07-13T00:00:00.0;6537.5254;5438.7769;4883.0859;555.691;9563.043;5270.103;4559.2783;710.8244;8077.6504;0.9844
2009-07-13T00:00:00.0/2009-07-14T00:00:00.0;6559.4126;5362.3247;4825.4976;536.8273;9419.0801;3934.9773;1301.3146;2633.6626;2523.415;0.9844
2009-07-14T00:00:00.0/2009-07-15T00:00:00.0;6582.2925;5315.9868;4762.9185;553.0685;9257.3008;3897.0496;2413.0439;1484.0057;3621.571;0.984
2009-07-15T00:00:00.0/2009-07-16T00:00:00.0;6606.0552;5487.2456;4990.6226;496.6228;9719.4033;4545.2529;2445.0481;2100.2046;4242.1816;0.984
2009-07-16T00:00:00.0/2009-07-17T00:00:00.0;6630.7686;5524.7188;4971.5596;553.1593;9650.3213;4703.7622;3328.5193;1375.243;5353.8867;0.9837
2009-07-17T00:00:00.0/2009-07-18T00:00:00.0;6656.3994;5578.8462;5043.8354;535.0106;9764.9258;5091.8945;3619.9021;1471.9924;6366.2324;0.9729
2009-07-18T00:00:00.0/2009-07-19T00:00:00.0;6682.8794;5451.5347;4890.8496;560.6854;9401.543;4094.7991;2044.2422;2050.5571;3480.531;0.9833
2009-07-19T00:00:00.0/2009-07-20T00:00:00.0;6710.2891;5396.5161;4701.3945;695.1215;8897.0898;3601.4453;1153.0319;2448.4136;2074.2524;0.983
2009-07-20T00:00:00.0/2009-07-21T00:00:00.0;6738.5093;5576.6519;5067.5596;509.0924;9744.0283;3785.3022;1887.8846;1897.4177;2813.844;0.9778
2009-07-21T00:00:00.0/2009-07-22T00:00:00.0;6767.6689;5902.8232;5439.4043;463.4191;10591.5186;4023.9565;1946.3157;2077.6409;3121.4263;0.9823
2009-07-22T00:00:00.0/2009-07-23T00:00:00.0;6797.5923;6005.853;5577.3247;428.5282;10843.6533;5652.9692;4856.0923;796.877;8030.6753;0.9823
2009-07-23T00:00:00.0/2009-07-24T00:00:00.0;6828.313;5883.084;5424.7549;458.3292;10477.0498;5312.1367;4135.3584;1176.7782;6951.9219;0.9823
2009-07-24T00:00:00.0/2009-07-25T00:00:00.0;6859.9497;5917.2095;5445.0879;472.1216;10460.5273;5707.4126;5076.9541;630.4584;8698.3818;0.9764
2009-07-25T00:00:00.0/2009-07-26T00:00:00.0;6892.2803;5996.1304;5544.3477;451.7825;10639.585;5563.6938;4558.8223;1004.8716;7774.146;0.9816
2009-07-26T00:00:00.0/2009-07-27T00:00:00.0;6925.4604;6018.8784;5571.7261;447.1522;10666.583;4611.4531;2634.2629;1977.1901;4331.8086;0.9809
2009-07-27T00:00:00.0/2009-07-28T00:00:00.0;6959.335;6048.1357;5596.417;451.7188;10670.6631;4490.7188;2120.6562;2370.0623;3305.3777;0.9809
2009-07-28T00:00:00.0/2009-07-29T00:00:00.0;6993.9653;6121.2593;5662.354;458.9052;10781.4502;5969.4463;5359.8286;609.6174;9339.3242;0.9806
2009-07-29T00:00:00.0/2009-07-30T00:00:00.0;7029.3472;6073.4839;5578.856;494.6278;10532.8848;5964.4082;5380.3877;584.0204;9490.9834;0.9802
2009-07-30T00:00:00.0/2009-07-31T00:00:00.0;7065.3716;5953.6748;5394.0459;559.6285;10076.4688;5174.249;3756.0503;1418.1987;5652.3135;0.9806
2009-07-31T00:00:00.0/2009-08-01T00:00:00.0;7102.1846;5989.3643;5468.3086;521.0556;10205.9043;4661.1406;1809.5592;2851.5815;3011.8342;0.9795
2009-08-01T00:00:00.0/2009-08-02T00:00:00.0;7139.5781;6067.5117;5521.3467;546.1652;10236.2246;5129.6035;3671.7217;1457.882;5630.7095;0.9795
2009-08-02T00:00:00.0/2009-08-03T00:00:00.0;7177.7104;6060.2261;5515.7129;544.5135;10209.626;5850.5293;5070.7734;779.7557;8549.1133;0.9788
2009-08-03T00:00:00.0/2009-08-04T00:00:00.0;7216.4014;6208.269;5651.0762;557.1931;10400.8555;6012.875;5253.6611;759.2142;8980.0146;0.984
2009-08-04T00:00:00.0/2009-08-05T00:00:00.0;7255.7583;6322.9648;5675.7871;647.1777;10389.915;6207.9561;5512.6357;695.3203;9306.7998;0.9837
2009-08-05T00:00:00.0/2009-08-06T00:00:00.0;7295.751;6361.208;5782.4609;578.7468;10578.0967;6249.0825;5629.1982;619.8842;9565.8564;0.983
2009-08-06T00:00:00.0/2009-08-07T00:00:00.0;7336.2612;6059.0815;5432.8223;626.2589;9795.084;5876.3174;5142.0884;734.2291;8468.2402;0.9882
2009-08-07T00:00:00.0/2009-08-08T00:00:00.0;7377.3657;6213.7588;5611.8003;601.9586;10092.1699;5917.5771;5237.1885;680.389;8304.8506;0.9878
2009-08-08T00:00:00.0/2009-08-09T00:00:00.0;7419.0312;6155.4727;5626.356;529.1165;10141.6045;4277.979;1958.5149;2319.4641;2765.595;0.9875
2009-08-09T00:00:00.0/2009-08-10T00:00:00.0;7461.2378;6398.8477;5867.4492;531.3983;10609.1357;6126.0776;5367.6011;758.4763;8603.6572;0.9875
